"","Peripartum cardiomyopathy (PPCM)","Hypertrophic cardiomyopathy (HCM)","Dilated cardiomyopathy (DCM)","Serous Ovarian Cancer Tumor","Dysplasia","Unknown","Insulin resistant","Major depression","Bipolar disorder","Schizophrenia","Cancer","AD","Early age-related maculopathy","Late non-exudative age-related maculopathy","Alzheimer's","AMD"
"SYT11",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"SYT13",0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1
"SYT4",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"SYT7",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"SYT9",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"TAGAP",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAGLN3",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"TBC1D10C",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1
"TCEAL2",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"TCEAL5",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"TCEAL7",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"TDRP",0,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1
"TECPR2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"TENM2",0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
"TFAP2A",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"TFAP2B",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"TGFA",0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,0,0,1
"TGFB2",0,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,1,0,0,1
"TGM2",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"THRSP",0,0,0,1,1,1,0,0,0,1,0,0,-1,-1,-1,-1
"THSD4",0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0
"TIGD4",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"TJP1",0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,1
"TMC8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM108",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"TMEM130",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"TMEM132A",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"TMEM132B",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"TMEM136",0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"TMEM145",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,0,0,1
"TMEM151B",0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0
"TMEM178B",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM179",0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0
"TMEM196",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"TMEM215",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"TMEM237",0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,0,1
"TMEM38A",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM59L",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,0
"TMEM63B",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"TMEM63C",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1
"TMOD2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"TNFSF8",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNMD",0,0,0,1,1,1,1,0,0,1,0,0,0,-1,-1,-1
"TNR",0,0,-1,0,0,-1,0,0,0,-1,-1,0,0,0,0,1
"TOM1L2",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1
"TOX3",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"TP53INP2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"TPD52",0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"TPM1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TRAF3IP3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAT1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRDN",0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
"TRH",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"TRIM2",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"TRIM36",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"TRIM9",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,-1,0,0,1
"TRNP1",0,0,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,1
"TRPM1",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"TRPM3",0,0,-1,0,0,0,-1,0,0,-1,-1,0,-1,-1,0,0
"TSC22D1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"TSPAN7",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"TTC9",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"TTR",-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,1
"TTYH1",0,0,-1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0
"TUB",0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,1
"TUBB2B",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0
"TUBB3",0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,1
"TUBB4A",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"TULP1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"TUNAR",0,0,-1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0
"TUSC3",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"TUSC5",0,0,0,1,1,1,1,0,0,1,0,0,-1,-1,-1,-1
"TYRP1",0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,1
"UBAP1L",0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1
"UBE2QL1",0,0,-1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0
"UCHL1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0
"UNC119",0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,1
"UNC13A",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"UNC13C",0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,1
"UNC5D",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"UNC79",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"UNC80",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,-1,-1,0,1
"USH1C",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"USH2A",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"USP2",0,0,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,1
"VANGL2",0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,0,0,1
"VASH1",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"VAT1L",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,0,0,1
"VEGFA",0,0,-1,-1,0,0,0,0,0,0,-1,0,1,0,0,1
"VIPR2",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"VSNL1",0,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,0
"VSTM2A",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,1
"VSTM2L",0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0
"VSX1",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"VSX2",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"VTN",0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,1
"WASF3",0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,1
"WBSCR17",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"WDR17",0,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1
"WDR62",0,0,-1,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,1
"WFDC2",0,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0
"WIF1",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1
"WIPF3",0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
"WNK2",0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0
"WNK3",0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,0,0,0,1
"WSCD2",0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,0,0,1
"ZAP70",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
"ZDHHC22",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"ZDHHC8P1",0,0,-1,0,-1,-1,-1,0,0,-1,-1,0,0,0,0,1
"ZFR2",0,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,-1,0,0
"ZIC1",0,0,-1,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,0,1
"ZMYND19",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,1
"ZNF229",0,0,-1,-1,-1,0,-1,-1,-1,0,-1,0,0,0,0,1
"ZNF334",0,0,-1,-1,-1,0,-1,-1,0,0,-1,0,0,0,0,1
"ZNF365",0,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,0,1
"ZNF385A",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
"ZNF385B",0,0,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,1
"ZNF516",0,0,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,0,1
"ZNF536",0,0,-1,0,-1,-1,0,0,0,-1,-1,0,0,0,0,1
"ZNF571-AS1",0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,1
"ZNF608",0,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,1
"ZNF780B",0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,1
