"","Peripartum cardiomyopathy (PPCM)","Hypertrophic cardiomyopathy (HCM)","Dilated cardiomyopathy (DCM)","Serous Ovarian Cancer Tumor","Dysplasia","Unknown","Insulin resistant","Major depression","Bipolar disorder","Schizophrenia","Cancer","AD","Early age-related maculopathy","Late non-exudative age-related maculopathy","Alzheimer's","AMD"
"NR6A1",-1.3928113739171,-1.42763765064503,-1.66758926534855,-1.48673995861981,-1.21435159750346,-1.4853135305354,-1.5044558868729,-0.960232295598184,-1.08612947969691,-0.949031048415694,-0.485031180056545,0.00940399154281879,-0.457274431201738,-0.252834410710147,0.447345492824206,0.479664914150885
"NRCAM",-0.633767266131988,-1.79633187033959,-2.51216635494203,0.53208426916308,0.0734382286617352,-0.154732071140455,-0.694072639673401,-0.636855656167902,-1.07046625291491,-1.46322771451815,-2.40155232381004,-0.806057894519512,0.527637969404096,-0.694661887072981,-0.457180373603858,0.822295326376031
"NREP",-0.293967400871178,-1.62738768365593,-1.84825416619393,-0.973044782501003,-0.735384469168434,-1.00632830908177,-1.39293262697431,-1.36605883045603,-1.0174005482599,-0.590526415440325,-0.903421989121473,0.291608774045671,1.01994091451917,0.783133450385596,0.0426458860626537,0.890832617058349
"NRG3",-0.00502528749925624,-1.09773328270198,-1.47131070437438,-0.788835794385137,-1.23234005181632,-2.08015212536251,-1.29960576708793,-0.504002031066869,-0.771891549915314,-1.52002389929435,-1.195769715343,-0.372285242688843,-1.80313263766433,-1.67262091773814,-0.39593702678457,0.542935145283902
"NRIP3",-0.926737736835874,-1.43169274696875,-1.83954916413765,-0.581754742378883,-0.742585456547421,-0.714592236901065,-1.08289776345762,-0.842236697018517,-0.896251475114533,-1.30635245523298,-1.44231586509921,-0.305350946727788,-0.125455589794095,-1.28214669093481,-0.101616157230656,0.806934445559025
"NRL",-2.44442291136359,-2.00532852245077,-2.06673932504254,-2.18597695073811,-2.27977069949588,-2.18262974057361,-2.22357280859124,-2.01730322731668,-1.8177973093723,-2.2563810947691,-1.72645812433271,-0.0888707271246592,-2.47336204743135,-2.5234480632385,-0.482020693521462,1.63158878290485
"NRSN1",0.021307006652231,-1.25062568977047,-1.70404007928089,-0.741634545607596,-1.53806727950361,-2.31166048326624,-1.41187341917681,-0.60545838262364,-0.807228006309249,-1.96412949477615,-1.47227882656552,-0.666967246199254,-2.42741046029702,-2.42741046029702,-0.681672606356094,0.847119969798342
"NRSN2",-0.611151324952825,-1.52873817843347,-1.97965192340066,-0.689656861639212,-1.05398607856627,-1.09118899052772,-1.64476003187537,-0.628817771975983,-0.862896448647869,-1.04659648309671,-0.934178010375491,0.29300987358329,-0.336720777339787,-0.956935614302699,0.345395596640162,0.623458530858827
"NRXN1",0.821446428618631,-1.16234167631724,-1.69702026368932,-0.699046994930988,-1.22497385886006,-2.78883353746208,-1.32103324095781,-0.246258956443108,-0.638728153869153,-1.30657539725585,-0.804845925087399,-0.23746130762875,-2.60637966341116,-2.98890908898893,-0.285045108853414,0.441053643219938
"NRXN2",0.497247215094107,-1.21526921006179,-1.78858060148734,-0.785882060415407,-1.49909336966728,-2.58680172400122,-1.58670080404568,-0.350093928413287,-0.715638735185369,-1.77829291045381,-1.44238418155342,-0.41201749302863,-2.69190054040771,-2.69569986592718,-0.42342601742072,0.736737006995234
"NRXN3",-0.371152174083763,-2.28939727654845,-2.47107041797016,-0.872401003395265,-1.37453491057421,-2.14450953699641,-1.81868318235894,-1.01635744715773,-1.22599734872413,-2.09722374746088,-1.9341965159488,-0.437732489550515,-0.558905431629035,-1.43099714847768,0.0880923320133142,0.986582919950275
"NSF",-0.752783920178226,-1.15858247244549,-1.49787345475848,-0.703686378079621,-1.36504802360334,-1.63980426019249,-1.4998470104135,-0.810965119372204,-1.13668917019953,-1.55139395817558,-1.15056582457714,-0.181723796595709,0.70560202807127,-0.376643662570047,-0.103843239138804,0.707024908065414
"NSG1",0.323288331002371,-1.25881163491764,-1.57347854388407,-1.33048751532096,-1.72687258640709,-2.85394940063498,-1.71726657796924,-0.8258169580842,-0.90672989321148,-1.60143280967162,-0.999175444276033,-0.269380330614028,-2.52444069410325,-2.68943879731225,0.299249379830399,0.759274141210355
"NTNG1",-0.205245970463305,-0.98548424151296,-1.60823311519479,-0.60244280782874,-1.04581465553998,-0.641734785931909,-1.03002101054551,-0.700029133459774,-0.732747235280654,-1.38618423119417,-1.35878278224607,-0.346022891032147,-0.758915870466469,-1.08646035525319,-0.244494795411726,0.853114517728033
